,technique_id,is_subtechnique,technique,tactic,platform,data_source,data_component,relationship_id,name,source,relationship,target,event_id,event_name,event_platform,audit_category,audit_sub_category,channel,log_source,filter_in,event_identity,source_identity
4922,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",user account,user account authentication,REL-2022-0001,User attempted to authenticate from Port,user,attempted to authenticate from,port,4625,an account failed to log on.,windows,Logon/Logoff,Account Lockout,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4625|an account failed to log on.,windows|user account|user account authentication
4923,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",user account,user account authentication,REL-2022-0001,User attempted to authenticate from Port,user,attempted to authenticate from,port,4648,a logon was attempted using explicit credentials.,windows,Logon/Logoff,Logon,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4648|a logon was attempted using explicit credentials.,windows|user account|user account authentication
4924,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",user account,user account authentication,REL-2022-0001,User attempted to authenticate from Port,user,attempted to authenticate from,port,DeviceLogonEvents,devicelogonevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""LogonSuccess""}",windows|microsoft defender for endpoint|DeviceLogonEvents|devicelogonevents,windows|user account|user account authentication
4925,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",user account,user account authentication,REL-2022-0122,User attempted to authenticate from Device,user,attempted to authenticate from,device,4776,the domain controller or local computer attempted to validate the credentials for an account.,windows,Account Logon,Credential Validation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4776|the domain controller or local computer attempted to validate the credentials for an account.,windows|user account|user account authentication
4926,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",user account,user account authentication,REL-2022-0163,User authenticated from Device,user,authenticated from,device,4776,the domain controller or local computer attempted to validate the credentials for an account.,windows,Account Logon,Credential Validation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4776|the domain controller or local computer attempted to validate the credentials for an account.,windows|user account|user account authentication
4927,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",user account,user account authentication,REL-2022-0170,User attempted to authenticate from Ip,user,attempted to authenticate from,ip,4624,an account was successfully logged on.,windows,Logon/Logoff,Logon,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4624|an account was successfully logged on.,windows|user account|user account authentication
4928,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",user account,user account authentication,REL-2022-0170,User attempted to authenticate from Ip,user,attempted to authenticate from,ip,4625,an account failed to log on.,windows,Logon/Logoff,Account Lockout,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4625|an account failed to log on.,windows|user account|user account authentication
4929,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",user account,user account authentication,REL-2022-0170,User attempted to authenticate from Ip,user,attempted to authenticate from,ip,4648,a logon was attempted using explicit credentials.,windows,Logon/Logoff,Logon,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4648|a logon was attempted using explicit credentials.,windows|user account|user account authentication
4930,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",user account,user account authentication,REL-2022-0170,User attempted to authenticate from Ip,user,attempted to authenticate from,ip,DeviceLogonEvents,devicelogonevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""LogonSuccess""}",windows|microsoft defender for endpoint|DeviceLogonEvents|devicelogonevents,windows|user account|user account authentication
4931,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",process,process creation,REL-2022-0146,User created Process,user,created,process,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|process|process creation
4932,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",process,process creation,REL-2022-0146,User created Process,user,created,process,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|process|process creation
4933,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",process,process creation,REL-2022-0146,User created Process,user,created,process,1,process creation.,linux,ProcessCreate,,,sysmon,,linux|sysmon|1|process creation.,linux|process|process creation
4934,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",process,process creation,REL-2022-0146,User created Process,user,created,process,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|process|process creation
4935,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",process,process creation,REL-2022-0153,Process created Thread,process,created,thread,8,createremotethread.,windows,CreateRemoteThread,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|8|createremotethread.,windows|process|process creation
4936,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",process,process creation,REL-2022-0153,Process created Thread,process,created,thread,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""CreateRemoteThreadApiCall""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|process|process creation
4937,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",process,process creation,REL-2022-0175,Process created Process,process,created,process,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|process|process creation
4938,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",process,process creation,REL-2022-0175,Process created Process,process,created,process,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|process|process creation
4939,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",process,process creation,REL-2022-0175,Process created Process,process,created,process,1,process creation.,linux,ProcessCreate,,,sysmon,,linux|sysmon|1|process creation.,linux|process|process creation
4940,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",process,process creation,REL-2022-0175,Process created Process,process,created,process,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|process|process creation
4941,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",file,file access,REL-2022-0036,Process requested access to File,process,requested access to,file,4656,a handle to an object was requested.,windows,Object Access,File System,security,microsoft-windows-security-auditing,"{""ObjectType"": ""File""}",windows|microsoft-windows-security-auditing|4656|a handle to an object was requested.,windows|file|file access
4942,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",file,file access,REL-2022-0075,User accessed File,user,accessed,file,4663,an attempt was made to access an object.,windows,Object Access,File System,security,microsoft-windows-security-auditing,"{""ObjectType"": ""File""}",windows|microsoft-windows-security-auditing|4663|an attempt was made to access an object.,windows|file|file access
4943,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",file,file access,REL-2022-0092,User requested access to File,user,requested access to,file,4656,a handle to an object was requested.,windows,Object Access,File System,security,microsoft-windows-security-auditing,"{""ObjectType"": ""File""}",windows|microsoft-windows-security-auditing|4656|a handle to an object was requested.,windows|file|file access
4944,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",file,file access,REL-2022-0092,User requested access to File,user,requested access to,file,4661,a handle to an object was requested.,windows,Object Access,SAM,security,microsoft-windows-security-auditing,"{""ObjectType"": ""SAM""}",windows|microsoft-windows-security-auditing|4661|a handle to an object was requested.,windows|file|file access
4945,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",file,file access,REL-2022-0139,Process accessed File,process,accessed,file,4663,an attempt was made to access an object.,windows,Object Access,File System,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4663|an attempt was made to access an object.,windows|file|file access
4946,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",command,command execution,REL-2022-0018,User executed Command,user,executed,command,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|command|command execution
4947,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",command,command execution,REL-2022-0018,User executed Command,user,executed,command,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|command|command execution
4948,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",command,command execution,REL-2022-0018,User executed Command,user,executed,command,4103,module logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4103|module logging.,windows|command|command execution
4949,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",command,command execution,REL-2022-0018,User executed Command,user,executed,command,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|command|command execution
4950,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|command|command execution
4951,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|command|command execution
4952,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,1,process creation.,linux,ProcessCreate,,,sysmon,,linux|sysmon|1|process creation.,linux|command|command execution
4953,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,4103,module logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4103|module logging.,windows|command|command execution
4954,T1552,,unsecured credentials,credential-access,"Windows, Azure AD, Office 365, SaaS, IaaS, Linux, macOS, Google Workspace, Containers",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|command|command execution
4955,T1216.001,True,pubprn,defense-evasion,Windows,process,process creation,REL-2022-0146,User created Process,user,created,process,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|process|process creation
4956,T1216.001,True,pubprn,defense-evasion,Windows,process,process creation,REL-2022-0146,User created Process,user,created,process,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|process|process creation
4957,T1216.001,True,pubprn,defense-evasion,Windows,process,process creation,REL-2022-0146,User created Process,user,created,process,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|process|process creation
4958,T1216.001,True,pubprn,defense-evasion,Windows,process,process creation,REL-2022-0153,Process created Thread,process,created,thread,8,createremotethread.,windows,CreateRemoteThread,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|8|createremotethread.,windows|process|process creation
4959,T1216.001,True,pubprn,defense-evasion,Windows,process,process creation,REL-2022-0153,Process created Thread,process,created,thread,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""CreateRemoteThreadApiCall""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|process|process creation
4960,T1216.001,True,pubprn,defense-evasion,Windows,process,process creation,REL-2022-0175,Process created Process,process,created,process,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|process|process creation
4961,T1216.001,True,pubprn,defense-evasion,Windows,process,process creation,REL-2022-0175,Process created Process,process,created,process,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|process|process creation
4962,T1216.001,True,pubprn,defense-evasion,Windows,process,process creation,REL-2022-0175,Process created Process,process,created,process,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|process|process creation
4963,T1216.001,True,pubprn,defense-evasion,Windows,command,command execution,REL-2022-0018,User executed Command,user,executed,command,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|command|command execution
4964,T1216.001,True,pubprn,defense-evasion,Windows,command,command execution,REL-2022-0018,User executed Command,user,executed,command,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|command|command execution
4965,T1216.001,True,pubprn,defense-evasion,Windows,command,command execution,REL-2022-0018,User executed Command,user,executed,command,4103,module logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4103|module logging.,windows|command|command execution
4966,T1216.001,True,pubprn,defense-evasion,Windows,command,command execution,REL-2022-0018,User executed Command,user,executed,command,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|command|command execution
4967,T1216.001,True,pubprn,defense-evasion,Windows,command,command execution,REL-2022-0131,Process executed Command,process,executed,command,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|command|command execution
4968,T1216.001,True,pubprn,defense-evasion,Windows,command,command execution,REL-2022-0131,Process executed Command,process,executed,command,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|command|command execution
4969,T1216.001,True,pubprn,defense-evasion,Windows,command,command execution,REL-2022-0131,Process executed Command,process,executed,command,4103,module logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4103|module logging.,windows|command|command execution
4970,T1216.001,True,pubprn,defense-evasion,Windows,command,command execution,REL-2022-0131,Process executed Command,process,executed,command,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|command|command execution
4971,T1216.001,True,pubprn,defense-evasion,Windows,script,script execution,REL-2022-0066,Process executed Script,process,executed,script,4103,module logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4103|module logging.,windows|script|script execution
4972,T1216.001,True,pubprn,defense-evasion,Windows,script,script execution,REL-2022-0066,Process executed Script,process,executed,script,4104,script block logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4104|script block logging.,windows|script|script execution
4973,T1216.001,True,pubprn,defense-evasion,Windows,script,script execution,REL-2022-0066,Process executed Script,process,executed,script,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ScriptContent""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|script|script execution
4974,T1216.001,True,pubprn,defense-evasion,Windows,script,script execution,REL-2022-0066,Process executed Script,process,executed,script,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""PowerShellCommand""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|script|script execution
4975,T1216.001,True,pubprn,defense-evasion,Windows,script,script execution,REL-2022-0066,Process executed Script,process,executed,script,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""AmsiScriptDetection""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|script|script execution
4976,T1070.006,True,timestomp,defense-evasion,"Linux, macOS, Windows",file,file modification,REL-2022-0041,User modified File,user,modified,file,4670,permissions on an object were changed.,windows,Object Access,File System,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4670|permissions on an object were changed.,windows|file|file modification
4977,T1070.006,True,timestomp,defense-evasion,"Linux, macOS, Windows",file,file modification,REL-2022-0041,User modified File,user,modified,file,DeviceFileEvents,devicefileevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""FileModified""}",windows|microsoft defender for endpoint|DeviceFileEvents|devicefileevents,windows|file|file modification
4978,T1070.006,True,timestomp,defense-evasion,"Linux, macOS, Windows",file,file modification,REL-2022-0155,Process modified File,process,modified,file,2,a process changed a file creation time.,windows,FileCreateTime,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|2|a process changed a file creation time.,windows|file|file modification
4979,T1070.006,True,timestomp,defense-evasion,"Linux, macOS, Windows",file,file modification,REL-2022-0155,Process modified File,process,modified,file,11,filecreate.,windows,FileCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|11|filecreate.,windows|file|file modification
4980,T1070.006,True,timestomp,defense-evasion,"Linux, macOS, Windows",file,file modification,REL-2022-0155,Process modified File,process,modified,file,4670,permissions on an object were changed.,windows,Object Access,File System,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4670|permissions on an object were changed.,windows|file|file modification
4981,T1070.006,True,timestomp,defense-evasion,"Linux, macOS, Windows",file,file modification,REL-2022-0155,Process modified File,process,modified,file,DeviceFileEvents,devicefileevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""FileModified""}",windows|microsoft defender for endpoint|DeviceFileEvents|devicefileevents,windows|file|file modification
4982,T1070.006,True,timestomp,defense-evasion,"Linux, macOS, Windows",file,file modification,REL-2022-0155,Process modified File,process,modified,file,DeviceFileEvents,devicefileevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""FileRenamed""}",windows|microsoft defender for endpoint|DeviceFileEvents|devicefileevents,windows|file|file modification
4983,T1070.005,True,network share connection removal,defense-evasion,Windows,user account,user account authentication,REL-2022-0001,User attempted to authenticate from Port,user,attempted to authenticate from,port,4624,an account was successfully logged on.,windows,Logon/Logoff,Logon,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4624|an account was successfully logged on.,windows|user account|user account authentication
4984,T1070.005,True,network share connection removal,defense-evasion,Windows,user account,user account authentication,REL-2022-0001,User attempted to authenticate from Port,user,attempted to authenticate from,port,4625,an account failed to log on.,windows,Logon/Logoff,Account Lockout,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4625|an account failed to log on.,windows|user account|user account authentication
4985,T1070.005,True,network share connection removal,defense-evasion,Windows,user account,user account authentication,REL-2022-0001,User attempted to authenticate from Port,user,attempted to authenticate from,port,4648,a logon was attempted using explicit credentials.,windows,Logon/Logoff,Logon,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4648|a logon was attempted using explicit credentials.,windows|user account|user account authentication
4986,T1070.005,True,network share connection removal,defense-evasion,Windows,user account,user account authentication,REL-2022-0001,User attempted to authenticate from Port,user,attempted to authenticate from,port,DeviceLogonEvents,devicelogonevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""LogonSuccess""}",windows|microsoft defender for endpoint|DeviceLogonEvents|devicelogonevents,windows|user account|user account authentication
4987,T1070.005,True,network share connection removal,defense-evasion,Windows,user account,user account authentication,REL-2022-0122,User attempted to authenticate from Device,user,attempted to authenticate from,device,4776,the domain controller or local computer attempted to validate the credentials for an account.,windows,Account Logon,Credential Validation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4776|the domain controller or local computer attempted to validate the credentials for an account.,windows|user account|user account authentication
4988,T1070.005,True,network share connection removal,defense-evasion,Windows,user account,user account authentication,REL-2022-0163,User authenticated from Device,user,authenticated from,device,4776,the domain controller or local computer attempted to validate the credentials for an account.,windows,Account Logon,Credential Validation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4776|the domain controller or local computer attempted to validate the credentials for an account.,windows|user account|user account authentication
4989,T1070.005,True,network share connection removal,defense-evasion,Windows,user account,user account authentication,REL-2022-0170,User attempted to authenticate from Ip,user,attempted to authenticate from,ip,4624,an account was successfully logged on.,windows,Logon/Logoff,Logon,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4624|an account was successfully logged on.,windows|user account|user account authentication
4990,T1070.005,True,network share connection removal,defense-evasion,Windows,user account,user account authentication,REL-2022-0170,User attempted to authenticate from Ip,user,attempted to authenticate from,ip,4625,an account failed to log on.,windows,Logon/Logoff,Account Lockout,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4625|an account failed to log on.,windows|user account|user account authentication
4991,T1070.005,True,network share connection removal,defense-evasion,Windows,user account,user account authentication,REL-2022-0170,User attempted to authenticate from Ip,user,attempted to authenticate from,ip,4648,a logon was attempted using explicit credentials.,windows,Logon/Logoff,Logon,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4648|a logon was attempted using explicit credentials.,windows|user account|user account authentication
4992,T1070.005,True,network share connection removal,defense-evasion,Windows,user account,user account authentication,REL-2022-0170,User attempted to authenticate from Ip,user,attempted to authenticate from,ip,DeviceLogonEvents,devicelogonevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""LogonSuccess""}",windows|microsoft defender for endpoint|DeviceLogonEvents|devicelogonevents,windows|user account|user account authentication
4993,T1070.005,True,network share connection removal,defense-evasion,Windows,command,command execution,REL-2022-0018,User executed Command,user,executed,command,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|command|command execution
4994,T1070.005,True,network share connection removal,defense-evasion,Windows,command,command execution,REL-2022-0018,User executed Command,user,executed,command,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|command|command execution
4995,T1070.005,True,network share connection removal,defense-evasion,Windows,command,command execution,REL-2022-0018,User executed Command,user,executed,command,4103,module logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4103|module logging.,windows|command|command execution
4996,T1070.005,True,network share connection removal,defense-evasion,Windows,command,command execution,REL-2022-0018,User executed Command,user,executed,command,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|command|command execution
4997,T1070.005,True,network share connection removal,defense-evasion,Windows,command,command execution,REL-2022-0131,Process executed Command,process,executed,command,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|command|command execution
4998,T1070.005,True,network share connection removal,defense-evasion,Windows,command,command execution,REL-2022-0131,Process executed Command,process,executed,command,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|command|command execution
4999,T1070.005,True,network share connection removal,defense-evasion,Windows,command,command execution,REL-2022-0131,Process executed Command,process,executed,command,4103,module logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4103|module logging.,windows|command|command execution
5000,T1070.005,True,network share connection removal,defense-evasion,Windows,command,command execution,REL-2022-0131,Process executed Command,process,executed,command,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|command|command execution
5001,T1070.005,True,network share connection removal,defense-evasion,Windows,process,process creation,REL-2022-0146,User created Process,user,created,process,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|process|process creation
5002,T1070.005,True,network share connection removal,defense-evasion,Windows,process,process creation,REL-2022-0146,User created Process,user,created,process,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|process|process creation
5003,T1070.005,True,network share connection removal,defense-evasion,Windows,process,process creation,REL-2022-0146,User created Process,user,created,process,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|process|process creation
5004,T1070.005,True,network share connection removal,defense-evasion,Windows,process,process creation,REL-2022-0153,Process created Thread,process,created,thread,8,createremotethread.,windows,CreateRemoteThread,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|8|createremotethread.,windows|process|process creation
5005,T1070.005,True,network share connection removal,defense-evasion,Windows,process,process creation,REL-2022-0153,Process created Thread,process,created,thread,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""CreateRemoteThreadApiCall""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|process|process creation
