,technique_id,is_subtechnique,technique,tactic,platform,data_source,data_component,relationship_id,name,source,relationship,target,event_id,event_name,event_platform,audit_category,audit_sub_category,channel,log_source,filter_in,event_identity,source_identity
2438,T1569,,system services,execution,"Windows, macOS, Linux",file,file modification,REL-2022-0155,Process modified File,process,modified,file,2,a process changed a file creation time.,windows,FileCreateTime,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|2|a process changed a file creation time.,windows|file|file modification
2439,T1569,,system services,execution,"Windows, macOS, Linux",file,file modification,REL-2022-0155,Process modified File,process,modified,file,11,filecreate.,windows,FileCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|11|filecreate.,windows|file|file modification
2440,T1569,,system services,execution,"Windows, macOS, Linux",file,file modification,REL-2022-0155,Process modified File,process,modified,file,4670,permissions on an object were changed.,windows,Object Access,File System,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4670|permissions on an object were changed.,windows|file|file modification
2441,T1569,,system services,execution,"Windows, macOS, Linux",file,file modification,REL-2022-0155,Process modified File,process,modified,file,DeviceFileEvents,devicefileevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""FileModified""}",windows|microsoft defender for endpoint|DeviceFileEvents|devicefileevents,windows|file|file modification
2442,T1569,,system services,execution,"Windows, macOS, Linux",file,file modification,REL-2022-0155,Process modified File,process,modified,file,DeviceFileEvents,devicefileevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""FileRenamed""}",windows|microsoft defender for endpoint|DeviceFileEvents|devicefileevents,windows|file|file modification
2443,T1569,,system services,execution,"Windows, macOS, Linux",process,process creation,REL-2022-0146,User created Process,user,created,process,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|process|process creation
2444,T1569,,system services,execution,"Windows, macOS, Linux",process,process creation,REL-2022-0146,User created Process,user,created,process,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|process|process creation
2445,T1569,,system services,execution,"Windows, macOS, Linux",process,process creation,REL-2022-0146,User created Process,user,created,process,1,process creation.,linux,ProcessCreate,,,sysmon,,linux|sysmon|1|process creation.,linux|process|process creation
2446,T1569,,system services,execution,"Windows, macOS, Linux",process,process creation,REL-2022-0146,User created Process,user,created,process,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|process|process creation
2447,T1569,,system services,execution,"Windows, macOS, Linux",process,process creation,REL-2022-0153,Process created Thread,process,created,thread,8,createremotethread.,windows,CreateRemoteThread,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|8|createremotethread.,windows|process|process creation
2448,T1569,,system services,execution,"Windows, macOS, Linux",process,process creation,REL-2022-0153,Process created Thread,process,created,thread,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""CreateRemoteThreadApiCall""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|process|process creation
2449,T1569,,system services,execution,"Windows, macOS, Linux",process,process creation,REL-2022-0175,Process created Process,process,created,process,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|process|process creation
2450,T1569,,system services,execution,"Windows, macOS, Linux",process,process creation,REL-2022-0175,Process created Process,process,created,process,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|process|process creation
2451,T1569,,system services,execution,"Windows, macOS, Linux",process,process creation,REL-2022-0175,Process created Process,process,created,process,1,process creation.,linux,ProcessCreate,,,sysmon,,linux|sysmon|1|process creation.,linux|process|process creation
2452,T1569,,system services,execution,"Windows, macOS, Linux",process,process creation,REL-2022-0175,Process created Process,process,created,process,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|process|process creation
2453,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0007,Process connected from Port,process,connected from,port,5156,the windows filtering platform has permitted a connection.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5156|the windows filtering platform has permitted a connection.,windows|network traffic|network connection creation
2454,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0007,Process connected from Port,process,connected from,port,3,network connection.,windows,NetworkConnect,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|3|network connection.,windows|network traffic|network connection creation
2455,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0007,Process connected from Port,process,connected from,port,3,network connection.,linux,NetworkConnect,,,sysmon,,linux|sysmon|3|network connection.,linux|network traffic|network connection creation
2456,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0007,Process connected from Port,process,connected from,port,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""InboundConnectionAccepted""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation
2457,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0012,Process attempted connection to Port,process,attempted connection to,port,5157,the windows filtering platform has blocked a connection.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5157|the windows filtering platform has blocked a connection.,windows|network traffic|network connection creation
2458,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0012,Process attempted connection to Port,process,attempted connection to,port,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ConnectionAttempt""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation
2459,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0017,Process connected to Ip,process,connected to,ip,5156,the windows filtering platform has permitted a connection.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5156|the windows filtering platform has permitted a connection.,windows|network traffic|network connection creation
2460,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0017,Process connected to Ip,process,connected to,ip,3,network connection.,windows,NetworkConnect,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|3|network connection.,windows|network traffic|network connection creation
2461,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0017,Process connected to Ip,process,connected to,ip,3,network connection.,linux,NetworkConnect,,,sysmon,,linux|sysmon|3|network connection.,linux|network traffic|network connection creation
2462,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0017,Process connected to Ip,process,connected to,ip,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ConnectionSuccess""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation
2463,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0074,Device blocked connection from Process,device,blocked connection from,process,5157,the windows filtering platform has blocked a connection.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5157|the windows filtering platform has blocked a connection.,windows|network traffic|network connection creation
2464,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0051,Process connected from Host,process,connected from,host,3,network connection.,windows,NetworkConnect,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|3|network connection.,windows|network traffic|network connection creation
2465,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0051,Process connected from Host,process,connected from,host,3,network connection.,linux,NetworkConnect,,,sysmon,,linux|sysmon|3|network connection.,linux|network traffic|network connection creation
2466,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0051,Process connected from Host,process,connected from,host,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""InboundConnectionAccepted""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation
2467,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0090,Device permitted listener on Ip,device,permitted listener on,ip,5154,the windows filtering platform has permitted an application or service to listen on a port for incoming connections.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5154|the windows filtering platform has permitted an application or service to listen on a port for incoming connections.,windows|network traffic|network connection creation
2468,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0056,Process attempted connection to Ip,process,attempted connection to,ip,5157,the windows filtering platform has blocked a connection.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5157|the windows filtering platform has blocked a connection.,windows|network traffic|network connection creation
2469,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0056,Process attempted connection to Ip,process,attempted connection to,ip,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ConnectionAttempt""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation
2470,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0057,User connected to Ip,user,connected to,ip,3,network connection.,windows,NetworkConnect,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|3|network connection.,windows|network traffic|network connection creation
2471,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0057,User connected to Ip,user,connected to,ip,3,network connection.,linux,NetworkConnect,,,sysmon,,linux|sysmon|3|network connection.,linux|network traffic|network connection creation
2472,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0057,User connected to Ip,user,connected to,ip,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ConnectionSuccess""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation
2473,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0084,Device blocked port bind on Process,device,blocked port bind on,process,5159,the windows filtering platform has blocked a bind to a local port.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5159|the windows filtering platform has blocked a bind to a local port.,windows|network traffic|network connection creation
2474,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0022,Device blocked listener on Ip,device,blocked listener on,ip,5155,the windows filtering platform has blocked an application or service from listening on a port for incoming connections.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5155|the windows filtering platform has blocked an application or service from listening on a port for incoming connections.,windows|network traffic|network connection creation
2475,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0068,Process listened on Port,process,listened on,port,5154,the windows filtering platform has permitted an application or service to listen on a port for incoming connections.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5154|the windows filtering platform has permitted an application or service to listen on a port for incoming connections.,windows|network traffic|network connection creation
2476,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0068,Process listened on Port,process,listened on,port,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ListeningConnectionCreated""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation
2477,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0033,Device blocked connection to Process,Device,blocked connection to,process,5157,the windows filtering platform has blocked a connection.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5157|the windows filtering platform has blocked a connection.,windows|network traffic|network connection creation
2478,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0033,Device blocked connection to Process,Device,blocked connection to,process,5031,the windows firewall service blocked an application from accepting incoming connections on the network.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5031|the windows firewall service blocked an application from accepting incoming connections on the network.,windows|network traffic|network connection creation
2479,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0033,Device blocked connection to Process,Device,blocked connection to,process,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""FirewallInboundConnectionToAppBlocked""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|network traffic|network connection creation
2480,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0079,Process attempted connection from Ip,process,attempted connection from,ip,5157,the windows filtering platform has blocked a connection.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5157|the windows filtering platform has blocked a connection.,windows|network traffic|network connection creation
2481,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0079,Process attempted connection from Ip,process,attempted connection from,ip,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ConnectionRequest""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation
2482,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0028,Device blocked connection from Port,device,blocked connection from,port,5157,the windows filtering platform has blocked a connection.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5157|the windows filtering platform has blocked a connection.,windows|network traffic|network connection creation
2483,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0028,Device blocked connection from Port,device,blocked connection from,port,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""FirewallInboundConnectionBlocked""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|network traffic|network connection creation
2484,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0091,Process attempted to listen on Port,process,attempted to listen on,port,5155,the windows filtering platform has blocked an application or service from listening on a port for incoming connections.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5155|the windows filtering platform has blocked an application or service from listening on a port for incoming connections.,windows|network traffic|network connection creation
2485,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0103,Process bound to Port,process,bound to,port,5158,the windows filtering platform has permitted a bind to a local port.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5158|the windows filtering platform has permitted a bind to a local port.,windows|network traffic|network connection creation
2486,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0103,Process bound to Port,process,bound to,port,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ListeningConnectionCreated""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation
2487,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0115,Device permitted listener on Port,device,permitted listener on,port,5154,the windows filtering platform has permitted an application or service to listen on a port for incoming connections.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5154|the windows filtering platform has permitted an application or service to listen on a port for incoming connections.,windows|network traffic|network connection creation
2488,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0108,User connected from Port,user,connected from,port,3,network connection.,windows,NetworkConnect,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|3|network connection.,windows|network traffic|network connection creation
2489,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0108,User connected from Port,user,connected from,port,3,network connection.,linux,NetworkConnect,,,sysmon,,linux|sysmon|3|network connection.,linux|network traffic|network connection creation
2490,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0108,User connected from Port,user,connected from,port,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""InboundConnectionAccepted""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation
2491,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0112,Process attempted connection from Port,process,attempted connection from,port,5157,the windows filtering platform has blocked a connection.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5157|the windows filtering platform has blocked a connection.,windows|network traffic|network connection creation
2492,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0112,Process attempted connection from Port,process,attempted connection from,port,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ConnectionRequest""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation
2493,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0113,Process connected to Port,process,connected to,port,5156,the windows filtering platform has permitted a connection.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5156|the windows filtering platform has permitted a connection.,windows|network traffic|network connection creation
2494,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0113,Process connected to Port,process,connected to,port,3,network connection.,windows,NetworkConnect,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|3|network connection.,windows|network traffic|network connection creation
2495,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0113,Process connected to Port,process,connected to,port,3,network connection.,linux,NetworkConnect,,,sysmon,,linux|sysmon|3|network connection.,linux|network traffic|network connection creation
2496,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0113,Process connected to Port,process,connected to,port,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ConnectionSuccess""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation
2497,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0159,Device blocked listener on Port,device,blocked listener on,port,5155,the windows filtering platform has blocked an application or service from listening on a port for incoming connections.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5155|the windows filtering platform has blocked an application or service from listening on a port for incoming connections.,windows|network traffic|network connection creation
2498,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0173,Device blocked connection to Ip,device,blocked connection to,ip,5157,the windows filtering platform has blocked a connection.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5157|the windows filtering platform has blocked a connection.,windows|network traffic|network connection creation
2499,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0173,Device blocked connection to Ip,device,blocked connection to,ip,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""FirewallOutboundConnectionBlocked""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|network traffic|network connection creation
2500,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0137,Device blocked connection to Port,device,blocked connection to,port,5157,the windows filtering platform has blocked a connection.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5157|the windows filtering platform has blocked a connection.,windows|network traffic|network connection creation
2501,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0137,Device blocked connection to Port,device,blocked connection to,port,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""FirewallOutboundConnectionBlocked""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|network traffic|network connection creation
2502,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0128,Device blocked listener on Process,device,blocked listener on,process,5155,the windows filtering platform has blocked an application or service from listening on a port for incoming connections.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5155|the windows filtering platform has blocked an application or service from listening on a port for incoming connections.,windows|network traffic|network connection creation
2503,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0164,Device permitted listener on Process,device,permitted listener on,process,5154,the windows filtering platform has permitted an application or service to listen on a port for incoming connections.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5154|the windows filtering platform has permitted an application or service to listen on a port for incoming connections.,windows|network traffic|network connection creation
2504,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0135,User connected to Port,user,connected to,port,3,network connection.,windows,NetworkConnect,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|3|network connection.,windows|network traffic|network connection creation
2505,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0135,User connected to Port,user,connected to,port,3,network connection.,linux,NetworkConnect,,,sysmon,,linux|sysmon|3|network connection.,linux|network traffic|network connection creation
2506,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0135,User connected to Port,user,connected to,port,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ConnectionSuccess""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation
2507,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0010,Device blocked port bind on Port,device,blocked port bind on,port,5159,the windows filtering platform has blocked a bind to a local port.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5159|the windows filtering platform has blocked a bind to a local port.,windows|network traffic|network connection creation
2508,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0141,Process connected to Host,process,connected to,host,3,network connection.,windows,NetworkConnect,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|3|network connection.,windows|network traffic|network connection creation
2509,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0141,Process connected to Host,process,connected to,host,3,network connection.,linux,NetworkConnect,,,sysmon,,linux|sysmon|3|network connection.,linux|network traffic|network connection creation
2510,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0141,Process connected to Host,process,connected to,host,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ConnectionSuccess""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation
2511,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0124,Device blocked port bind on Ip,device,blocked port bind on,ip,5159,the windows filtering platform has blocked a bind to a local port.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5159|the windows filtering platform has blocked a bind to a local port.,windows|network traffic|network connection creation
2512,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0160,Device blocked connection from Ip,device,blocked connection from,ip,5157,the windows filtering platform has blocked a connection.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5157|the windows filtering platform has blocked a connection.,windows|network traffic|network connection creation
2513,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0160,Device blocked connection from Ip,device,blocked connection from,ip,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""FirewallInboundConnectionBlocked""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|network traffic|network connection creation
2514,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0138,User connected from Device,user,connected from,device,3,network connection.,windows,NetworkConnect,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|3|network connection.,windows|network traffic|network connection creation
2515,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0138,User connected from Device,user,connected from,device,3,network connection.,linux,NetworkConnect,,,sysmon,,linux|sysmon|3|network connection.,linux|network traffic|network connection creation
2516,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0138,User connected from Device,user,connected from,device,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""InboundConnectionAccepted""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation
2517,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0161,User connected from Ip,user,connected from,ip,3,network connection.,windows,NetworkConnect,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|3|network connection.,windows|network traffic|network connection creation
2518,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0161,User connected from Ip,user,connected from,ip,3,network connection.,linux,NetworkConnect,,,sysmon,,linux|sysmon|3|network connection.,linux|network traffic|network connection creation
2519,T1568,,dynamic resolution,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0161,User connected from Ip,user,connected from,ip,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""InboundConnectionAccepted""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation
