technique_id,is_subtechnique,technique,tactic,platform,data_source,data_component,relationship_id,name,source,relationship,target,event_id,event_name,event_platform,audit_category,audit_sub_category,channel,log_source,filter_in,event_identity,source_identity,evidence_degree,evidence_score,evidence_confidence_reason
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0135,User connected to Port,user,connected to,port,3,network connection.,windows,NetworkConnect,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|3|network connection.,windows|network traffic|network connection creation,49,0.2446,"Evidence score 0.24: this telemetry is shared with 48 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0135,User connected to Port,user,connected to,port,3,network connection.,linux,NetworkConnect,,,sysmon,,linux|sysmon|3|network connection.,linux|network traffic|network connection creation,38,0.2806,"Evidence score 0.28: this telemetry is shared with 37 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0135,User connected to Port,user,connected to,port,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ConnectionSuccess""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation,49,0.2446,"Evidence score 0.24: this telemetry is shared with 48 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0010,Device blocked port bind on Port,device,blocked port bind on,port,5159,the windows filtering platform has blocked a bind to a local port.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5159|the windows filtering platform has blocked a bind to a local port.,windows|network traffic|network connection creation,49,0.2446,"Evidence score 0.24: this telemetry is shared with 48 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0141,Process connected to Host,process,connected to,host,3,network connection.,windows,NetworkConnect,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|3|network connection.,windows|network traffic|network connection creation,49,0.2446,"Evidence score 0.24: this telemetry is shared with 48 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0141,Process connected to Host,process,connected to,host,3,network connection.,linux,NetworkConnect,,,sysmon,,linux|sysmon|3|network connection.,linux|network traffic|network connection creation,38,0.2806,"Evidence score 0.28: this telemetry is shared with 37 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0141,Process connected to Host,process,connected to,host,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ConnectionSuccess""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation,49,0.2446,"Evidence score 0.24: this telemetry is shared with 48 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0124,Device blocked port bind on Ip,device,blocked port bind on,ip,5159,the windows filtering platform has blocked a bind to a local port.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5159|the windows filtering platform has blocked a bind to a local port.,windows|network traffic|network connection creation,49,0.2446,"Evidence score 0.24: this telemetry is shared with 48 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0160,Device blocked connection from Ip,device,blocked connection from,ip,5157,the windows filtering platform has blocked a connection.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5157|the windows filtering platform has blocked a connection.,windows|network traffic|network connection creation,49,0.2446,"Evidence score 0.24: this telemetry is shared with 48 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0160,Device blocked connection from Ip,device,blocked connection from,ip,DeviceEvents,deviceevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""FirewallInboundConnectionBlocked""}",windows|microsoft defender for endpoint|DeviceEvents|deviceevents,windows|network traffic|network connection creation,270,0.0002,"Evidence score 0.00: this telemetry is shared with 269 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0138,User connected from Device,user,connected from,device,3,network connection.,windows,NetworkConnect,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|3|network connection.,windows|network traffic|network connection creation,49,0.2446,"Evidence score 0.24: this telemetry is shared with 48 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0138,User connected from Device,user,connected from,device,3,network connection.,linux,NetworkConnect,,,sysmon,,linux|sysmon|3|network connection.,linux|network traffic|network connection creation,38,0.2806,"Evidence score 0.28: this telemetry is shared with 37 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0138,User connected from Device,user,connected from,device,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""InboundConnectionAccepted""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation,49,0.2446,"Evidence score 0.24: this telemetry is shared with 48 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0161,User connected from Ip,user,connected from,ip,3,network connection.,windows,NetworkConnect,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|3|network connection.,windows|network traffic|network connection creation,49,0.2446,"Evidence score 0.24: this telemetry is shared with 48 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0161,User connected from Ip,user,connected from,ip,3,network connection.,linux,NetworkConnect,,,sysmon,,linux|sysmon|3|network connection.,linux|network traffic|network connection creation,38,0.2806,"Evidence score 0.28: this telemetry is shared with 37 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0161,User connected from Ip,user,connected from,ip,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""InboundConnectionAccepted""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation,49,0.2446,"Evidence score 0.24: this telemetry is shared with 48 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0166,Process connected from Ip,process,connected from,ip,5156,the windows filtering platform has permitted a connection.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5156|the windows filtering platform has permitted a connection.,windows|network traffic|network connection creation,49,0.2446,"Evidence score 0.24: this telemetry is shared with 48 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0166,Process connected from Ip,process,connected from,ip,3,network connection.,windows,NetworkConnect,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|3|network connection.,windows|network traffic|network connection creation,49,0.2446,"Evidence score 0.24: this telemetry is shared with 48 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0166,Process connected from Ip,process,connected from,ip,3,network connection.,linux,NetworkConnect,,,sysmon,,linux|sysmon|3|network connection.,linux|network traffic|network connection creation,38,0.2806,"Evidence score 0.28: this telemetry is shared with 37 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0166,Process connected from Ip,process,connected from,ip,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""InboundConnectionAccepted""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation,49,0.2446,"Evidence score 0.24: this telemetry is shared with 48 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0104,User connected to Device,user,connected to,device,3,network connection.,windows,NetworkConnect,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|3|network connection.,windows|network traffic|network connection creation,49,0.2446,"Evidence score 0.24: this telemetry is shared with 48 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0104,User connected to Device,user,connected to,device,3,network connection.,linux,NetworkConnect,,,sysmon,,linux|sysmon|3|network connection.,linux|network traffic|network connection creation,38,0.2806,"Evidence score 0.28: this telemetry is shared with 37 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0104,User connected to Device,user,connected to,device,DeviceNetworkEvents,devicenetworkevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ConnectionSuccess""}",windows|microsoft defender for endpoint|DeviceNetworkEvents|devicenetworkevents,windows|network traffic|network connection creation,49,0.2446,"Evidence score 0.24: this telemetry is shared with 48 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1102.002,True,bidirectional communication,command-and-control,"Linux, macOS, Windows",network traffic,network connection creation,REL-2022-0183,Process attempted to bind on Port,process,attempted to bind on,port,5159,the windows filtering platform has blocked a bind to a local port.,windows,Object Access,Filtering Platform Connection,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|5159|the windows filtering platform has blocked a bind to a local port.,windows|network traffic|network connection creation,49,0.2446,"Evidence score 0.24: this telemetry is shared with 48 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",command,command execution,REL-2022-0018,User executed Command,user,executed,command,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|command|command execution,248,0.0172,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",command,command execution,REL-2022-0018,User executed Command,user,executed,command,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|command|command execution,248,0.0172,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",command,command execution,REL-2022-0018,User executed Command,user,executed,command,4103,module logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4103|module logging.,windows|command|command execution,225,0.0323,"Evidence score 0.03: this telemetry is shared with 224 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",command,command execution,REL-2022-0018,User executed Command,user,executed,command,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|command|command execution,248,0.0172,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|command|command execution,248,0.0172,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|command|command execution,248,0.0172,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,1,process creation.,linux,ProcessCreate,,,sysmon,,linux|sysmon|1|process creation.,linux|command|command execution,162,0.0832,"Evidence score 0.08: this telemetry is shared with 161 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,4103,module logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4103|module logging.,windows|command|command execution,225,0.0323,"Evidence score 0.03: this telemetry is shared with 224 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",command,command execution,REL-2022-0131,Process executed Command,process,executed,command,DeviceProcessEvents,deviceprocessevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""ProcessCreated""}",windows|microsoft defender for endpoint|DeviceProcessEvents|deviceprocessevents,windows|command|command execution,248,0.0172,"Evidence score 0.02: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",file,file access,REL-2022-0036,Process requested access to File,process,requested access to,file,4656,a handle to an object was requested.,windows,Object Access,File System,security,microsoft-windows-security-auditing,"{""ObjectType"": ""File""}",windows|microsoft-windows-security-auditing|4656|a handle to an object was requested.,windows|file|file access,59,0.2387,"Evidence score 0.24: this telemetry is shared with 58 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",file,file access,REL-2022-0075,User accessed File,user,accessed,file,4663,an attempt was made to access an object.,windows,Object Access,File System,security,microsoft-windows-security-auditing,"{""ObjectType"": ""File""}",windows|microsoft-windows-security-auditing|4663|an attempt was made to access an object.,windows|file|file access,130,0.1172,"Evidence score 0.12: this telemetry is shared with 129 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",file,file access,REL-2022-0092,User requested access to File,user,requested access to,file,4656,a handle to an object was requested.,windows,Object Access,File System,security,microsoft-windows-security-auditing,"{""ObjectType"": ""File""}",windows|microsoft-windows-security-auditing|4656|a handle to an object was requested.,windows|file|file access,59,0.2387,"Evidence score 0.24: this telemetry is shared with 58 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",file,file access,REL-2022-0092,User requested access to File,user,requested access to,file,4661,a handle to an object was requested.,windows,Object Access,SAM,security,microsoft-windows-security-auditing,"{""ObjectType"": ""SAM""}",windows|microsoft-windows-security-auditing|4661|a handle to an object was requested.,windows|file|file access,44,0.2835,"Evidence score 0.28: this telemetry is shared with 43 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",file,file access,REL-2022-0139,Process accessed File,process,accessed,file,4663,an attempt was made to access an object.,windows,Object Access,File System,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4663|an attempt was made to access an object.,windows|file|file access,130,0.1172,"Evidence score 0.12: this telemetry is shared with 129 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",file,file creation,REL-2022-0043,User created File,user,created,file,11,filecreate.,linux,FileCreate,,,sysmon,,linux|sysmon|11|filecreate.,linux|file|file creation,50,0.264,"Evidence score 0.26: this telemetry is shared with 49 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",file,file creation,REL-2022-0043,User created File,user,created,file,DeviceFileEvents,devicefileevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""FileCreated""}",windows|microsoft defender for endpoint|DeviceFileEvents|devicefileevents,windows|file|file creation,103,0.1531,"Evidence score 0.15: this telemetry is shared with 102 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",file,file creation,REL-2022-0043,User created File,user,created,file,4663,an attempt was made to access an object.,windows,Object Access,File System,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4663|an attempt was made to access an object.,windows|file|file creation,130,0.1172,"Evidence score 0.12: this telemetry is shared with 129 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",file,file creation,REL-2022-0181,Process created File,process,created,file,11,filecreate,windows,FileCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|11|filecreate,windows|file|file creation,72,0.2082,"Evidence score 0.21: this telemetry is shared with 71 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",file,file creation,REL-2022-0181,Process created File,process,created,file,11,filecreate,linux,FileCreate,,,sysmon,,linux|sysmon|11|filecreate,linux|file|file creation,50,0.264,"Evidence score 0.26: this telemetry is shared with 49 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",file,file creation,REL-2022-0181,Process created File,process,created,file,DeviceFileEvents,devicefileevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""FileCreated""}",windows|microsoft defender for endpoint|DeviceFileEvents|devicefileevents,windows|file|file creation,103,0.1531,"Evidence score 0.15: this telemetry is shared with 102 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.002,True,remote data staging,collection,"Windows, IaaS, Linux, macOS",file,file creation,REL-2022-0181,Process created File,process,created,file,4663,an attempt was made to access an object.,windows,Object Access,File System,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4663|an attempt was made to access an object.,windows|file|file creation,130,0.1172,"Evidence score 0.12: this telemetry is shared with 129 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.001,True,local data staging,collection,"Linux, macOS, Windows",windows registry,windows registry key modification,REL-2022-0145,User modified Registry,user,modified,registry,13,registryevent (value set).,windows,RegistryEvent,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|13|registryevent (value set).,windows|windows registry|windows registry key modification,62,0.2201,"Evidence score 0.22: this telemetry is shared with 61 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.001,True,local data staging,collection,"Linux, macOS, Windows",windows registry,windows registry key modification,REL-2022-0145,User modified Registry,user,modified,registry,14,registryevent (key and value rename).,windows,RegistryEvent,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|14|registryevent (key and value rename).,windows|windows registry|windows registry key modification,62,0.2201,"Evidence score 0.22: this telemetry is shared with 61 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.001,True,local data staging,collection,"Linux, macOS, Windows",windows registry,windows registry key modification,REL-2022-0145,User modified Registry,user,modified,registry,4657,a registry value was modified.,windows,Object Access,Registry,security,microsoft-windows-security-auditing,"{""OperationType"": ""Existing registry value modified""}",windows|microsoft-windows-security-auditing|4657|a registry value was modified.,windows|windows registry|windows registry key modification,66,0.2109,"Evidence score 0.21: this telemetry is shared with 65 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.001,True,local data staging,collection,"Linux, macOS, Windows",windows registry,windows registry key modification,REL-2022-0145,User modified Registry,user,modified,registry,4670,permissions on an object were changed.,windows,Object Access,Registry,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4670|permissions on an object were changed.,windows|windows registry|windows registry key modification,103,0.1451,"Evidence score 0.15: this telemetry is shared with 102 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.001,True,local data staging,collection,"Linux, macOS, Windows",windows registry,windows registry key modification,REL-2022-0145,User modified Registry,user,modified,registry,DeviceRegistryEvents,deviceregistryevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""RegistryValueSet""}",windows|microsoft defender for endpoint|DeviceRegistryEvents|deviceregistryevents,windows|windows registry|windows registry key modification,66,0.2109,"Evidence score 0.21: this telemetry is shared with 65 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.001,True,local data staging,collection,"Linux, macOS, Windows",windows registry,windows registry key modification,REL-2022-0145,User modified Registry,user,modified,registry,DeviceRegistryEvents,deviceregistryevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""RegistryKeySet""}",windows|microsoft defender for endpoint|DeviceRegistryEvents|deviceregistryevents,windows|windows registry|windows registry key modification,66,0.2109,"Evidence score 0.21: this telemetry is shared with 65 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.001,True,local data staging,collection,"Linux, macOS, Windows",windows registry,windows registry key modification,REL-2022-0071,Process modified Registry,process,modified,registry,13,registryevent (value set).,windows,RegistryEvent,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,"{""EventType"": ""SetValue""}",windows|microsoft-windows-sysmon|13|registryevent (value set).,windows|windows registry|windows registry key modification,62,0.2201,"Evidence score 0.22: this telemetry is shared with 61 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.001,True,local data staging,collection,"Linux, macOS, Windows",windows registry,windows registry key modification,REL-2022-0071,Process modified Registry,process,modified,registry,14,registryevent (key and value rename).,windows,RegistryEvent,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|14|registryevent (key and value rename).,windows|windows registry|windows registry key modification,62,0.2201,"Evidence score 0.22: this telemetry is shared with 61 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.001,True,local data staging,collection,"Linux, macOS, Windows",windows registry,windows registry key modification,REL-2022-0071,Process modified Registry,process,modified,registry,4657,a registry value was modified.,windows,Object Access,Registry,security,microsoft-windows-security-auditing,"{""OperationType"": ""Existing registry value modified""}",windows|microsoft-windows-security-auditing|4657|a registry value was modified.,windows|windows registry|windows registry key modification,66,0.2109,"Evidence score 0.21: this telemetry is shared with 65 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.001,True,local data staging,collection,"Linux, macOS, Windows",windows registry,windows registry key modification,REL-2022-0071,Process modified Registry,process,modified,registry,4670,permissions on an object were changed.,windows,Object Access,Registry,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4670|permissions on an object were changed.,windows|windows registry|windows registry key modification,103,0.1451,"Evidence score 0.15: this telemetry is shared with 102 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.001,True,local data staging,collection,"Linux, macOS, Windows",windows registry,windows registry key modification,REL-2022-0071,Process modified Registry,process,modified,registry,DeviceRegistryEvents,deviceregistryevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""RegistryValueSet""}",windows|microsoft defender for endpoint|DeviceRegistryEvents|deviceregistryevents,windows|windows registry|windows registry key modification,66,0.2109,"Evidence score 0.21: this telemetry is shared with 65 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.001,True,local data staging,collection,"Linux, macOS, Windows",windows registry,windows registry key modification,REL-2022-0071,Process modified Registry,process,modified,registry,DeviceRegistryEvents,deviceregistryevents,windows,,,,microsoft defender for endpoint,"{""ActionType"": ""RegistryKeyCreated""}",windows|microsoft defender for endpoint|DeviceRegistryEvents|deviceregistryevents,windows|windows registry|windows registry key modification,66,0.2109,"Evidence score 0.21: this telemetry is shared with 65 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.001,True,local data staging,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0018,User executed Command,user,executed,command,4688,a new process has been created.,windows,Detailed Tracking,Process Creation,security,microsoft-windows-security-auditing,,windows|microsoft-windows-security-auditing|4688|a new process has been created.,windows|command|command execution,248,0.0145,"Evidence score 0.01: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.001,True,local data staging,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0018,User executed Command,user,executed,command,1,process creation.,windows,ProcessCreate,,microsoft-windows-sysmon/operational,microsoft-windows-sysmon,,windows|microsoft-windows-sysmon|1|process creation.,windows|command|command execution,248,0.0145,"Evidence score 0.01: this telemetry is shared with 247 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
T1074.001,True,local data staging,collection,"Linux, macOS, Windows",command,command execution,REL-2022-0018,User executed Command,user,executed,command,4103,module logging.,windows,,,microsoft-windows-powershell/operational,microsoft-windows-powershell,,windows|microsoft-windows-powershell|4103|module logging.,windows|command|command execution,225,0.029,"Evidence score 0.03: this telemetry is shared with 224 other techniques, so it has low discriminative power on its own; relative to other evidence for this technique, it's a comparatively minor source."
